indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of people (all ages) living with HIV,Western Pacific,Tonga,2010,,
Estimated number of people (all ages) living with HIV,Americas,Trinidad and Tobago,2010,,
Estimated number of people (all ages) living with HIV,Europe,Turkmenistan,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tuvalu,2010,,
Estimated number of people (all ages) living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2010,,
Estimated number of people (all ages) living with HIV,Americas,United States of America,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Vanuatu,2010,,
Estimated number of people (all ages) living with HIV,Europe,North Macedonia,2005,,100
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Qatar,2005,,100
Estimated number of people (all ages) living with HIV,Africa,Comoros,2005,,100
Estimated number of people (all ages) living with HIV,Europe,Bosnia and Herzegovina,2005,,200
Estimated number of people (all ages) living with HIV,Europe,Iceland,2005,,200
Estimated number of people (all ages) living with HIV,Europe,Montenegro,2005,,200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Jordan,2005,,200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Kuwait,2005,,200
Estimated number of people (all ages) living with HIV,Europe,Malta,2005,,500
Estimated number of people (all ages) living with HIV,Europe,Slovakia,2005,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,United Arab Emirates,2005,,500
Estimated number of people (all ages) living with HIV,Europe,Albania,2005,,500
Estimated number of people (all ages) living with HIV,Western Pacific,Mongolia,2005,,500
Estimated number of people (all ages) living with HIV,Europe,Slovenia,2005,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Syrian Arab Republic,2005,,500
Estimated number of people (all ages) living with HIV,Western Pacific,Fiji,2005,,500
Estimated number of people (all ages) living with HIV,Africa,Uganda,2005,,1000000
Estimated number of people (all ages) living with HIV,Africa,United Republic of Tanzania,2005,,1100000
Estimated number of people (all ages) living with HIV,Africa,Mozambique,2005,,1200000
Estimated number of people (all ages) living with HIV,Africa,Zimbabwe,2005,,1400000
Estimated number of people (all ages) living with HIV,Africa,Kenya,2005,,1600000
Estimated number of people (all ages) living with HIV,Africa,Nigeria,2005,,1700000
Estimated number of people (all ages) living with HIV,Africa,Burundi,2005,,100000
Estimated number of people (all ages) living with HIV,Europe,Italy,2005,,100000
Estimated number of people (all ages) living with HIV,Africa,Madagascar,2005,,11000
Estimated number of people (all ages) living with HIV,Europe,Switzerland,2005,,11000
Estimated number of people (all ages) living with HIV,Americas,Haiti,2005,,110000
Estimated number of people (all ages) living with HIV,Africa,Chad,2005,,110000
Estimated number of people (all ages) living with HIV,Europe,France,2005,,110000
Estimated number of people (all ages) living with HIV,Africa,Mali,2005,,110000
Estimated number of people (all ages) living with HIV,Europe,Spain,2005,,120000
Estimated number of people (all ages) living with HIV,Africa,Togo,2005,,120000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Oman,2005,,1200
Estimated number of people (all ages) living with HIV,Europe,Kyrgyzstan,2005,,1200
Estimated number of people (all ages) living with HIV,Americas,Cuba,2005,,13000
Estimated number of people (all ages) living with HIV,Africa,Burkina Faso,2005,,130000
Estimated number of people (all ages) living with HIV,Americas,Colombia,2005,,130000
Estimated number of people (all ages) living with HIV,Europe,Czechia,2005,,1300
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Djibouti,2005,,14000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Morocco,2005,,14000
Estimated number of people (all ages) living with HIV,Europe,Republic of Moldova,2005,,14000
Estimated number of people (all ages) living with HIV,Europe,Romania,2005,,14000
Estimated number of people (all ages) living with HIV,Africa,South Sudan,2005,,140000
Estimated number of people (all ages) living with HIV,Europe,Serbia,2005,,1400
Estimated number of people (all ages) living with HIV,Europe,Netherlands (Kingdom of the),2005,,15000
Estimated number of people (all ages) living with HIV,Americas,Panama,2005,,15000
Estimated number of people (all ages) living with HIV,Americas,Mexico,2005,,150000
Estimated number of people (all ages) living with HIV,Western Pacific,Australia,2005,,16000
Estimated number of people (all ages) living with HIV,Europe,Lithuania,2005,,1600
Estimated number of people (all ages) living with HIV,Europe,Bulgaria,2005,,1600
Estimated number of people (all ages) living with HIV,Americas,Bolivia (Plurinational State of),2005,,17000
Estimated number of people (all ages) living with HIV,Americas,El Salvador,2005,,17000
Estimated number of people (all ages) living with HIV,Africa,Eswatini,2005,,170000
Estimated number of people (all ages) living with HIV,Western Pacific,New Zealand,2005,,1700
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Pakistan,2005,,18000
Estimated number of people (all ages) living with HIV,Western Pacific,Viet Nam,2005,,180000
Estimated number of people (all ages) living with HIV,Americas,Barbados,2005,,1800
Estimated number of people (all ages) living with HIV,Africa,Cabo Verde,2005,,1800
Estimated number of people (all ages) living with HIV,Africa,Gambia,2005,,19000
Estimated number of people (all ages) living with HIV,Africa,Angola,2005,,190000
Estimated number of people (all ages) living with HIV,Africa,Namibia,2005,,190000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Somalia,2005,,21000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Sudan,2005,,22000
Estimated number of people (all ages) living with HIV,South-East Asia,Myanmar,2005,,220000
Estimated number of people (all ages) living with HIV,Africa,Rwanda,2005,,220000
Estimated number of people (all ages) living with HIV,Americas,Belize,2005,,2200
Estimated number of people (all ages) living with HIV,Western Pacific,Papua New Guinea,2005,,23000
Estimated number of people (all ages) living with HIV,Western Pacific,Singapore,2005,,2300
Estimated number of people (all ages) living with HIV,Americas,Chile,2005,,24000
Estimated number of people (all ages) living with HIV,South-East Asia,Indonesia,2005,,240000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Libya,2005,,2400
Estimated number of people (all ages) living with HIV,Africa,Eritrea,2005,,25000
Estimated number of people (all ages) living with HIV,Americas,Ecuador,2005,,25000
Estimated number of people (all ages) living with HIV,Europe,Ukraine,2005,,250000
Estimated number of people (all ages) living with HIV,Africa,Lesotho,2005,,250000
Estimated number of people (all ages) living with HIV,Americas,Jamaica,2005,,26000
Estimated number of people (all ages) living with HIV,Americas,Guatemala,2005,,27000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Afghanistan,2005,,2800
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Egypt,2005,,2800
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Tunisia,2005,,2900
Estimated number of people (all ages) living with HIV,Africa,Ghana,2005,,300000
Estimated number of people (all ages) living with HIV,Africa,Botswana,2005,,300000
Estimated number of people (all ages) living with HIV,Americas,Honduras,2005,,31000
Estimated number of people (all ages) living with HIV,Europe,Ireland,2005,,3200
Estimated number of people (all ages) living with HIV,South-East Asia,Nepal,2005,,33000
Estimated number of people (all ages) living with HIV,Africa,Guinea-Bissau,2005,,35000
Estimated number of people (all ages) living with HIV,Europe,Portugal,2005,,38000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Yemen,2005,,3800
Estimated number of people (all ages) living with HIV,South-East Asia,Sri Lanka,2005,,3800
Estimated number of people (all ages) living with HIV,Africa,South Africa,2005,,4900000
Estimated number of people (all ages) living with HIV,Africa,Gabon,2005,,41000
Estimated number of people (all ages) living with HIV,Europe,Latvia,2005,,4100
Estimated number of people (all ages) living with HIV,South-East Asia,Bangladesh,2005,,4100
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2005,,42000
Estimated number of people (all ages) living with HIV,Americas,Bahamas,2005,,4200
Estimated number of people (all ages) living with HIV,Americas,Canada,2005,,43000
Estimated number of people (all ages) living with HIV,Africa,Senegal,2005,,43000
Estimated number of people (all ages) living with HIV,Africa,Liberia,2005,,43000
Estimated number of people (all ages) living with HIV,Western Pacific,Philippines,2005,,4300
Estimated number of people (all ages) living with HIV,Europe,Estonia,2005,,4500
Estimated number of people (all ages) living with HIV,Europe,Israel,2005,,4500
Estimated number of people (all ages) living with HIV,Americas,Suriname,2005,,4500
Estimated number of people (all ages) living with HIV,Europe,Denmark,2005,,4700
Estimated number of people (all ages) living with HIV,Africa,Niger,2005,,49000
Estimated number of people (all ages) living with HIV,Americas,Brazil,2005,,490000
Estimated number of people (all ages) living with HIV,Africa,Sierra Leone,2005,,53000
Estimated number of people (all ages) living with HIV,Europe,Luxembourg,2005,,530
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iraq,2005,,540
Estimated number of people (all ages) living with HIV,Americas,Guyana,2005,,5400
Estimated number of people (all ages) living with HIV,Europe,Greece,2005,,5600
Estimated number of people (all ages) living with HIV,Western Pacific,Lao People's Democratic Republic,2005,,5600
Estimated number of people (all ages) living with HIV,Africa,Democratic Republic of the Congo,2005,,570000
Estimated number of people (all ages) living with HIV,Africa,Algeria,2005,,5700
Estimated number of people (all ages) living with HIV,Europe,Tajikistan,2005,,5800
Estimated number of people (all ages) living with HIV,Europe,Armenia,2005,,590
Estimated number of people (all ages) living with HIV,Americas,Costa Rica,2005,,5900
Estimated number of people (all ages) living with HIV,Americas,Peru,2005,,60000
Estimated number of people (all ages) living with HIV,Africa,Cote d'Ivoire,2005,,610000
Estimated number of people (all ages) living with HIV,South-East Asia,Bhutan,2005,,620
Estimated number of people (all ages) living with HIV,Western Pacific,Malaysia,2005,,63000
Estimated number of people (all ages) living with HIV,Africa,Benin,2005,,66000
Estimated number of people (all ages) living with HIV,Europe,Uzbekistan,2005,,6600
Estimated number of people (all ages) living with HIV,Americas,Uruguay,2005,,6700
Estimated number of people (all ages) living with HIV,Europe,Azerbaijan,2005,,6800
Estimated number of people (all ages) living with HIV,Africa,Ethiopia,2005,,720000
Estimated number of people (all ages) living with HIV,Americas,Argentina,2005,,73000
Estimated number of people (all ages) living with HIV,Americas,Dominican Republic,2005,,75000
Estimated number of people (all ages) living with HIV,Europe,Belarus,2005,,7600
Estimated number of people (all ages) living with HIV,Africa,Mauritius,2005,,7800
Estimated number of people (all ages) living with HIV,Americas,Paraguay,2005,,7900
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Lebanon,2005,,800
Estimated number of people (all ages) living with HIV,South-East Asia,Timor-Leste,2005,,810
Estimated number of people (all ages) living with HIV,South-East Asia,Thailand,2005,,810000
Estimated number of people (all ages) living with HIV,Africa,Zambia,2005,,810000
Estimated number of people (all ages) living with HIV,Americas,Nicaragua,2005,,8200
Estimated number of people (all ages) living with HIV,Europe,Kazakhstan,2005,,8300
Estimated number of people (all ages) living with HIV,Western Pacific,Cambodia,2005,,84000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Saudi Arabia,2005,,8400
Estimated number of people (all ages) living with HIV,Africa,Congo,2005,,85000
Estimated number of people (all ages) living with HIV,Europe,Croatia,2005,,860
Estimated number of people (all ages) living with HIV,Americas,Venezuela (Bolivarian Republic of),2005,,87000
Estimated number of people (all ages) living with HIV,Europe,Georgia,2005,,870
Estimated number of people (all ages) living with HIV,Africa,Guinea,2005,,90000
Estimated number of people (all ages) living with HIV,Africa,Malawi,2005,,910000
Estimated number of people (all ages) living with HIV,Africa,Mauritania,2005,,9700
Estimated number of people (all ages) living with HIV,Europe,Andorra,2005,,
Estimated number of people (all ages) living with HIV,Americas,Antigua and Barbuda,2005,,
Estimated number of people (all ages) living with HIV,Europe,Austria,2005,,
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Bahrain,2005,,
Estimated number of people (all ages) living with HIV,Europe,Belgium,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Brunei Darussalam,2005,,
Estimated number of people (all ages) living with HIV,Africa,Cameroon,2005,,
Estimated number of people (all ages) living with HIV,Africa,Central African Republic,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,China,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Cook Islands,2005,,
Estimated number of people (all ages) living with HIV,Europe,Cyprus,2005,,
Estimated number of people (all ages) living with HIV,South-East Asia,Democratic People's Republic of Korea,2005,,
Estimated number of people (all ages) living with HIV,Americas,Dominica,2005,,
Estimated number of people (all ages) living with HIV,Africa,Equatorial Guinea,2005,,
Estimated number of people (all ages) living with HIV,Europe,Finland,2005,,
Estimated number of people (all ages) living with HIV,Europe,Germany,2005,,
Estimated number of people (all ages) living with HIV,Americas,Grenada,2005,,
Estimated number of people (all ages) living with HIV,Europe,Hungary,2005,,
Estimated number of people (all ages) living with HIV,South-East Asia,India,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Japan,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Kiribati,2005,,
Estimated number of people (all ages) living with HIV,South-East Asia,Maldives,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Marshall Islands,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Micronesia (Federated States of),2005,,
Estimated number of people (all ages) living with HIV,Europe,Monaco,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Nauru,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Niue,2005,,
Estimated number of people (all ages) living with HIV,Europe,Norway,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Palau,2005,,
Estimated number of people (all ages) living with HIV,Europe,Poland,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Republic of Korea,2005,,
Estimated number of people (all ages) living with HIV,Europe,Russian Federation,2005,,
Estimated number of people (all ages) living with HIV,Americas,Saint Kitts and Nevis,2005,,
Estimated number of people (all ages) living with HIV,Americas,Saint Lucia,2005,,
Estimated number of people (all ages) living with HIV,Americas,Saint Vincent and the Grenadines,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Samoa,2005,,
Estimated number of people (all ages) living with HIV,Europe,San Marino,2005,,
Estimated number of people (all ages) living with HIV,Africa,Sao Tome and Principe,2005,,
Estimated number of people (all ages) living with HIV,Africa,Seychelles,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Solomon Islands,2005,,
Estimated number of people (all ages) living with HIV,Europe,Sweden,2005,,
Estimated number of people (all ages) living with HIV,Europe,Türkiye,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tonga,2005,,
Estimated number of people (all ages) living with HIV,Americas,Trinidad and Tobago,2005,,
Estimated number of people (all ages) living with HIV,Europe,Turkmenistan,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tuvalu,2005,,
Estimated number of people (all ages) living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2005,,
Estimated number of people (all ages) living with HIV,Americas,United States of America,2005,,
Estimated number of people (all ages) living with HIV,Western Pacific,Vanuatu,2005,,
Estimated number of people (all ages) living with HIV,Europe,Bosnia and Herzegovina,2000,,100
Estimated number of people (all ages) living with HIV,Europe,Kyrgyzstan,2000,,100
Estimated number of people (all ages) living with HIV,Western Pacific,Mongolia,2000,,100
Estimated number of people (all ages) living with HIV,Europe,Montenegro,2000,,100
Estimated number of people (all ages) living with HIV,Europe,North Macedonia,2000,,100
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Qatar,2000,,100
Estimated number of people (all ages) living with HIV,Africa,Comoros,2000,,100
Estimated number of people (all ages) living with HIV,Europe,Iceland,2000,,100
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Jordan,2000,,100
Estimated number of people (all ages) living with HIV,Europe,Armenia,2000,,200
Estimated number of people (all ages) living with HIV,Europe,Georgia,2000,,200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Kuwait,2000,,200
Estimated number of people (all ages) living with HIV,Europe,Malta,2000,,200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,United Arab Emirates,2000,,200
Estimated number of people (all ages) living with HIV,Europe,Slovakia,2000,,200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Syrian Arab Republic,2000,,200
Estimated number of people (all ages) living with HIV,Europe,Albania,2000,,200
Estimated number of people (all ages) living with HIV,Europe,Slovenia,2000,,200
Estimated number of people (all ages) living with HIV,Western Pacific,Fiji,2000,,200
Estimated number of people (all ages) living with HIV,Europe,Estonia,2000,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iraq,2000,,500
Estimated number of people (all ages) living with HIV,South-East Asia,Bhutan,2000,,500
Estimated number of people (all ages) living with HIV,Europe,Luxembourg,2000,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Lebanon,2000,,500
Estimated number of people (all ages) living with HIV,Africa,Uganda,2000,,1000000
Estimated number of people (all ages) living with HIV,Africa,United Republic of Tanzania,2000,,1200000
Estimated number of people (all ages) living with HIV,Africa,Zimbabwe,2000,,1600000
Estimated number of people (all ages) living with HIV,Africa,Nigeria,2000,,1600000
Estimated number of people (all ages) living with HIV,Africa,Kenya,2000,,1700000
Estimated number of people (all ages) living with HIV,Americas,Colombia,2000,,100000
Estimated number of people (all ages) living with HIV,Africa,Chad,2000,,100000
Estimated number of people (all ages) living with HIV,Europe,Spain,2000,,100000
Estimated number of people (all ages) living with HIV,Europe,Serbia,2000,,1000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Libya,2000,,1000
Estimated number of people (all ages) living with HIV,Europe,Netherlands (Kingdom of the),2000,,11000
Estimated number of people (all ages) living with HIV,Africa,South Sudan,2000,,110000
Estimated number of people (all ages) living with HIV,Africa,Mali,2000,,110000
Estimated number of people (all ages) living with HIV,Africa,Togo,2000,,110000
Estimated number of people (all ages) living with HIV,Americas,Mexico,2000,,110000
Estimated number of people (all ages) living with HIV,Western Pacific,Singapore,2000,,1100
Estimated number of people (all ages) living with HIV,South-East Asia,Bangladesh,2000,,1100
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Oman,2000,,1100
Estimated number of people (all ages) living with HIV,Western Pacific,Philippines,2000,,1100
Estimated number of people (all ages) living with HIV,Americas,Panama,2000,,12000
Estimated number of people (all ages) living with HIV,Western Pacific,Australia,2000,,12000
Estimated number of people (all ages) living with HIV,Africa,Burundi,2000,,120000
Estimated number of people (all ages) living with HIV,Western Pacific,Viet Nam,2000,,120000
Estimated number of people (all ages) living with HIV,Americas,Haiti,2000,,120000
Estimated number of people (all ages) living with HIV,Europe,Lithuania,2000,,1200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Egypt,2000,,1200
Estimated number of people (all ages) living with HIV,Western Pacific,New Zealand,2000,,1200
Estimated number of people (all ages) living with HIV,Europe,Romania,2000,,13000
Estimated number of people (all ages) living with HIV,Africa,Gambia,2000,,13000
Estimated number of people (all ages) living with HIV,Africa,Eswatini,2000,,130000
Estimated number of people (all ages) living with HIV,Americas,El Salvador,2000,,14000
Estimated number of people (all ages) living with HIV,Western Pacific,Papua New Guinea,2000,,14000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2000,,14000
Estimated number of people (all ages) living with HIV,Africa,Angola,2000,,140000
Estimated number of people (all ages) living with HIV,Europe,Bulgaria,2000,,1400
Estimated number of people (all ages) living with HIV,Americas,Belize,2000,,1400
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Djibouti,2000,,15000
Estimated number of people (all ages) living with HIV,Americas,Bolivia (Plurinational State of),2000,,15000
Estimated number of people (all ages) living with HIV,Africa,Burkina Faso,2000,,150000
Estimated number of people (all ages) living with HIV,Africa,Cabo Verde,2000,,1500
Estimated number of people (all ages) living with HIV,Americas,Barbados,2000,,1500
Estimated number of people (all ages) living with HIV,Americas,Chile,2000,,16000
Estimated number of people (all ages) living with HIV,South-East Asia,Myanmar,2000,,160000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Afghanistan,2000,,1600
Estimated number of people (all ages) living with HIV,Africa,Namibia,2000,,170000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Tunisia,2000,,1700
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Yemen,2000,,1700
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Sudan,2000,,18000
Estimated number of people (all ages) living with HIV,Europe,Ireland,2000,,1900
Estimated number of people (all ages) living with HIV,Americas,Ecuador,2000,,20000
Estimated number of people (all ages) living with HIV,South-East Asia,Nepal,2000,,20000
Estimated number of people (all ages) living with HIV,Europe,Ukraine,2000,,210000
Estimated number of people (all ages) living with HIV,Africa,Lesotho,2000,,220000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Somalia,2000,,23000
Estimated number of people (all ages) living with HIV,Africa,Rwanda,2000,,230000
Estimated number of people (all ages) living with HIV,Western Pacific,Lao People's Democratic Republic,2000,,2300
Estimated number of people (all ages) living with HIV,South-East Asia,Sri Lanka,2000,,2400
Estimated number of people (all ages) living with HIV,Africa,Algeria,2000,,2400
Estimated number of people (all ages) living with HIV,Africa,Guinea-Bissau,2000,,25000
Estimated number of people (all ages) living with HIV,Americas,Guatemala,2000,,25000
Estimated number of people (all ages) living with HIV,Europe,Tajikistan,2000,,2500
Estimated number of people (all ages) living with HIV,Americas,Jamaica,2000,,26000
Estimated number of people (all ages) living with HIV,Europe,Belarus,2000,,2600
Estimated number of people (all ages) living with HIV,Africa,Eritrea,2000,,27000
Estimated number of people (all ages) living with HIV,Africa,Botswana,2000,,270000
Estimated number of people (all ages) living with HIV,Africa,Ghana,2000,,280000
Estimated number of people (all ages) living with HIV,Africa,South Africa,2000,,3600000
Estimated number of people (all ages) living with HIV,Europe,Israel,2000,,3100
Estimated number of people (all ages) living with HIV,Americas,Suriname,2000,,3200
Estimated number of people (all ages) living with HIV,Europe,Portugal,2000,,33000
Estimated number of people (all ages) living with HIV,Europe,Latvia,2000,,3300
Estimated number of people (all ages) living with HIV,Africa,Gabon,2000,,34000
Estimated number of people (all ages) living with HIV,Americas,Honduras,2000,,35000
Estimated number of people (all ages) living with HIV,Americas,Brazil,2000,,350000
Estimated number of people (all ages) living with HIV,Africa,Madagascar,2000,,3500
Estimated number of people (all ages) living with HIV,Americas,Costa Rica,2000,,3500
Estimated number of people (all ages) living with HIV,Europe,Kazakhstan,2000,,3600
Estimated number of people (all ages) living with HIV,Americas,Canada,2000,,37000
Estimated number of people (all ages) living with HIV,Africa,Senegal,2000,,37000
Estimated number of people (all ages) living with HIV,Africa,Mauritius,2000,,4000
Estimated number of people (all ages) living with HIV,Europe,Azerbaijan,2000,,4000
Estimated number of people (all ages) living with HIV,Americas,Guyana,2000,,4000
Estimated number of people (all ages) living with HIV,Europe,Denmark,2000,,4000
Estimated number of people (all ages) living with HIV,Africa,Sierra Leone,2000,,41000
Estimated number of people (all ages) living with HIV,Europe,Greece,2000,,4100
Estimated number of people (all ages) living with HIV,Americas,Bahamas,2000,,4200
Estimated number of people (all ages) living with HIV,South-East Asia,Indonesia,2000,,43000
Estimated number of people (all ages) living with HIV,Americas,Venezuela (Bolivarian Republic of),2000,,43000
Estimated number of people (all ages) living with HIV,Americas,Cuba,2000,,4400
Estimated number of people (all ages) living with HIV,Africa,Liberia,2000,,47000
Estimated number of people (all ages) living with HIV,Americas,Paraguay,2000,,4700
Estimated number of people (all ages) living with HIV,Americas,Uruguay,2000,,4800
Estimated number of people (all ages) living with HIV,Western Pacific,Malaysia,2000,,53000
Estimated number of people (all ages) living with HIV,Africa,Niger,2000,,53000
Estimated number of people (all ages) living with HIV,Americas,Argentina,2000,,54000
Estimated number of people (all ages) living with HIV,Europe,Croatia,2000,,560
Estimated number of people (all ages) living with HIV,Europe,Czechia,2000,,590
Estimated number of people (all ages) living with HIV,South-East Asia,Timor-Leste,2000,,590
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Pakistan,2000,,600
Estimated number of people (all ages) living with HIV,Africa,Democratic Republic of the Congo,2000,,610000
Estimated number of people (all ages) living with HIV,Africa,Benin,2000,,63000
Estimated number of people (all ages) living with HIV,Americas,Peru,2000,,63000
Estimated number of people (all ages) living with HIV,Africa,Cote d'Ivoire,2000,,720000
Estimated number of people (all ages) living with HIV,Americas,Nicaragua,2000,,7200
Estimated number of people (all ages) living with HIV,Africa,Guinea,2000,,73000
Estimated number of people (all ages) living with HIV,Americas,Dominican Republic,2000,,74000
Estimated number of people (all ages) living with HIV,Africa,Zambia,2000,,740000
Estimated number of people (all ages) living with HIV,Europe,France,2000,,75000
Estimated number of people (all ages) living with HIV,Europe,Italy,2000,,81000
Estimated number of people (all ages) living with HIV,Western Pacific,Cambodia,2000,,83000
Estimated number of people (all ages) living with HIV,Africa,Mozambique,2000,,850000
Estimated number of people (all ages) living with HIV,Africa,Mauritania,2000,,8500
Estimated number of people (all ages) living with HIV,Africa,Congo,2000,,86000
Estimated number of people (all ages) living with HIV,Africa,Ethiopia,2000,,860000
Estimated number of people (all ages) living with HIV,Europe,Republic of Moldova,2000,,8800
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Saudi Arabia,2000,,8900
Estimated number of people (all ages) living with HIV,South-East Asia,Thailand,2000,,920000
Estimated number of people (all ages) living with HIV,Europe,Switzerland,2000,,9200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Morocco,2000,,9300
Estimated number of people (all ages) living with HIV,Africa,Malawi,2000,,950000
Estimated number of people (all ages) living with HIV,Europe,Andorra,2000,,
Estimated number of people (all ages) living with HIV,Americas,Antigua and Barbuda,2000,,
Estimated number of people (all ages) living with HIV,Europe,Austria,2000,,
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Bahrain,2000,,
Estimated number of people (all ages) living with HIV,Europe,Belgium,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Brunei Darussalam,2000,,
Estimated number of people (all ages) living with HIV,Africa,Cameroon,2000,,
Estimated number of people (all ages) living with HIV,Africa,Central African Republic,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,China,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Cook Islands,2000,,
Estimated number of people (all ages) living with HIV,Europe,Cyprus,2000,,
Estimated number of people (all ages) living with HIV,South-East Asia,Democratic People's Republic of Korea,2000,,
Estimated number of people (all ages) living with HIV,Americas,Dominica,2000,,
Estimated number of people (all ages) living with HIV,Africa,Equatorial Guinea,2000,,
Estimated number of people (all ages) living with HIV,Europe,Finland,2000,,
Estimated number of people (all ages) living with HIV,Europe,Germany,2000,,
Estimated number of people (all ages) living with HIV,Americas,Grenada,2000,,
Estimated number of people (all ages) living with HIV,Europe,Hungary,2000,,
Estimated number of people (all ages) living with HIV,South-East Asia,India,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Japan,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Kiribati,2000,,
Estimated number of people (all ages) living with HIV,South-East Asia,Maldives,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Marshall Islands,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Micronesia (Federated States of),2000,,
Estimated number of people (all ages) living with HIV,Europe,Monaco,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Nauru,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Niue,2000,,
Estimated number of people (all ages) living with HIV,Europe,Norway,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Palau,2000,,
Estimated number of people (all ages) living with HIV,Europe,Poland,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Republic of Korea,2000,,
Estimated number of people (all ages) living with HIV,Europe,Russian Federation,2000,,
Estimated number of people (all ages) living with HIV,Americas,Saint Kitts and Nevis,2000,,
Estimated number of people (all ages) living with HIV,Americas,Saint Lucia,2000,,
Estimated number of people (all ages) living with HIV,Americas,Saint Vincent and the Grenadines,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Samoa,2000,,
Estimated number of people (all ages) living with HIV,Europe,San Marino,2000,,
Estimated number of people (all ages) living with HIV,Africa,Sao Tome and Principe,2000,,
Estimated number of people (all ages) living with HIV,Africa,Seychelles,2000,,
Estimated number of people (all ages) living with HIV,Western Pacific,Solomon Islands,2000,,
Estimated number of people (all ages) living with HIV,Europe,Sweden,2000,,
Estimated number of people (all ages) living with HIV,Europe,Türkiye,2000,,
