indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Qatar,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Republic of Korea,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Romania,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Russian Federation,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Kitts and Nevis,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Lucia,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Vincent and the Grenadines,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Samoa,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,San Marino,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sao Tome and Principe,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Saudi Arabia,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Serbia,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Seychelles,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Singapore,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovakia,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovenia,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Solomon Islands,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Spain,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Sri Lanka,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Sweden,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Switzerland,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Syrian Arab Republic,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Türkiye,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Timor-Leste,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Uzbekistan,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,2000,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Algeria,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bangladesh,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Belize,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Chile,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Costa Rica,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Cuba,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Egypt,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Fiji,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Georgia,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Indonesia,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kyrgyzstan,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Lao People's Democratic Republic,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Libya,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritius,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Nepal,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Pakistan,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Paraguay,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Philippines,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Republic of Moldova,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Tajikistan,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Tunisia,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Uruguay,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Afghanistan,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Madagascar,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Suriname,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Yemen,1995,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cabo Verde,1995,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Malaysia,1995,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Panama,1995,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guyana,1995,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iran (Islamic Republic of),1995,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,El Salvador,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Nicaragua,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Morocco,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Ecuador,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bolivia (Plurinational State of),1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Papua New Guinea,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Viet Nam,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gambia,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritania,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Jamaica,1995,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,United Republic of Tanzania,1995,,100000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Angola,1995,,11000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zimbabwe,1995,,110000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Thailand,1995,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gabon,1995,,1200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Sudan,1995,,1200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Uganda,1995,,130000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Senegal,1995,,1400
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cambodia,1995,,1400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Kenya,1995,,160000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eritrea,1995,,1600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burundi,1995,,17000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Rwanda,1995,,18000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ghana,1995,,20000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Somalia,1995,,2000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burkina Faso,1995,,22000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Honduras,1995,,2400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sierra Leone,1995,,2900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eswatini,1995,,2900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mozambique,1995,,30000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea,1995,,3000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominican Republic,1995,,3000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Niger,1995,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Liberia,1995,,3700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Togo,1995,,4900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Benin,1995,,5000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cote d'Ivoire,1995,,51000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Democratic Republic of the Congo,1995,,55000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Lesotho,1995,,5500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zambia,1995,,58000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Djibouti,1995,,640
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea-Bissau,1995,,660
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Sudan,1995,,6900
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Mexico,1995,,720
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Malawi,1995,,75000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Congo,1995,,7700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mali,1995,,8000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Nigeria,1995,,83000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Africa,1995,,83000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Venezuela (Bolivarian Republic of),1995,,840
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ethiopia,1995,,86000
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ukraine,1995,,870
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Chad,1995,,9000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Haiti,1995,,9000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Myanmar,1995,,950
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guatemala,1995,,960
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Botswana,1995,,9600
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Albania,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Andorra,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Antigua and Barbuda,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Argentina,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Australia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Austria,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bahamas,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Bahrain,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Barbados,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belarus,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belgium,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bhutan,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bosnia and Herzegovina,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Brazil,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Brunei Darussalam,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bulgaria,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cameroon,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Canada,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Central African Republic,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,China,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Colombia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Comoros,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cook Islands,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Croatia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Cyprus,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Czechia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Democratic People's Republic of Korea,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Denmark,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominica,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Equatorial Guinea,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Estonia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Finland,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,France,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Germany,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Greece,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Grenada,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Hungary,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Iceland,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,India,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iraq,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ireland,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Israel,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Italy,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Japan,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Jordan,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kazakhstan,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Kiribati,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Kuwait,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Latvia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Lebanon,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Lithuania,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Luxembourg,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Maldives,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Malta,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Marshall Islands,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Micronesia (Federated States of),1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Monaco,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Mongolia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Qatar,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Republic of Korea,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Romania,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Russian Federation,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Kitts and Nevis,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Lucia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Vincent and the Grenadines,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Samoa,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,San Marino,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sao Tome and Principe,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Saudi Arabia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Serbia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Seychelles,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Singapore,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovakia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovenia,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Solomon Islands,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Spain,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Sri Lanka,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Sweden,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Switzerland,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Syrian Arab Republic,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Türkiye,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Timor-Leste,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Uzbekistan,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,1995,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Afghanistan,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Algeria,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bangladesh,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Belize,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cabo Verde,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cambodia,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Chile,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Costa Rica,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Cuba,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Egypt,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,El Salvador,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Fiji,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Georgia,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Indonesia,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kyrgyzstan,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Lao People's Democratic Republic,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Libya,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Madagascar,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Malaysia,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritius,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Nepal,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Pakistan,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Panama,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Papua New Guinea,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Paraguay,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Philippines,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Republic of Moldova,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Suriname,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Tajikistan,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Tunisia,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Uruguay,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Viet Nam,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gambia,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guyana,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Myanmar,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Nicaragua,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ukraine,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Yemen,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Jamaica,1990,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bolivia (Plurinational State of),1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Ecuador,1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea-Bissau,1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritania,1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Morocco,1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iran (Islamic Republic of),1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guatemala,1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Djibouti,1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eswatini,1990,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Mexico,1990,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Venezuela (Bolivarian Republic of),1990,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gabon,1990,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Senegal,1990,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Honduras,1990,,1000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burundi,1990,,10000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Rwanda,1990,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burkina Faso,1990,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sierra Leone,1990,,1200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Togo,1990,,1300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Africa,1990,,15000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Thailand,1990,,1600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Liberia,1990,,1600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Benin,1990,,1700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cote d'Ivoire,1990,,21000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Sudan,1990,,2300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zambia,1990,,25000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Botswana,1990,,2500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Democratic Republic of the Congo,1990,,29000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Malawi,1990,,32000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Chad,1990,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Nigeria,1990,,33000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ethiopia,1990,,35000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mali,1990,,3500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Congo,1990,,4400
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Haiti,1990,,4500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,United Republic of Tanzania,1990,,47000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zimbabwe,1990,,49000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Angola,1990,,4900
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Sudan,1990,,530
